year,opening_rank,closing_rank,category,college,branch
2023-24,28898,914889,General,"Government Engineering College, Patan",Electrical Engineering
2023-24,28647,920609,General,"Government Engineering College, Patan",Mechanical Engineering
2023-24,30470,921473,General,"Government Engineering College, Rajkot",Civil Engineering
2023-24,3531,900850,General,"Government Engineering College, Rajkot",Computer Engineering
2023-24,23354,6325,General,"Government Engineering College, Rajkot",Computer Engineering
2023-24,28953,921285,General,"Government Engineering College, Rajkot","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,30179,921480,General,"Government Engineering College, Rajkot",Electrical Engineering
2023-24,25128,907293,General,"Government Engineering College, Rajkot","INSTRUMENTATION &
CONTROL ENGINEERING"
2023-24,29325,921219,General,"Government Engineering College, Rajkot",Mechanical Engineering
2023-24,29368,921481,General,"Government Engineering College, Rajkot",Mechanical Engineering
2023-24,912584,14852,General,"Government Engineering College, Sector 28 Gandhinagar",Civil Engineering
2023-24,2018,900678,General,"Government Engineering College, Sector 28 Gandhinagar",Computer Engineering
2023-24,17589,9441,General,"Government Engineering College, Sector 28 Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,903352,12377,General,"Government Engineering College, Sector 28 Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,920933,18041,General,"Government Engineering College, Sector 28 Gandhinagar",Electrical Engineering
2023-24,29525,921444,General,"Government Engineering College, Sector 28 Gandhinagar","INSTRUMENTATION &
CONTROL ENGINEERING"
2023-24,10714,2134,General,"Government Engineering College, Sector 28 Gandhinagar",Information Technology
2023-24,22154,909152,General,"Government Engineering College, Sector 28 Gandhinagar",METALLURGY
2023-24,22216,904178,General,"Government Engineering College, Sector 28 Gandhinagar",Mechanical Engineering
2023-24,14409,906906,General,"Government Engineering College, Valsad",Chemical Engineering
2023-24,29545,921498,General,"Government Engineering College, Valsad",Civil Engineering
2023-24,910944,14190,General,"Government Engineering College, Valsad",Electrical Engineering
2023-24,30251,921087,General,"Government Engineering College, Valsad",Mechanical Engineering
2023-24,13497,4664,General,"Graduate School of Engineering and Technology, Chandkheda
Ahmedabad",Computer Engineering
2023-24,30522,13145,General,"Gujarat Power Engg. And Res. Inst. (Gperi) (Ppp), Mevad,
Mehsana",Computer Engineering
2023-24,7801,1292,General,INFORMATION TECHNOLOGY,Information Technology
2023-24,30517,10538,General,"ITM (SLS) Baroda University (Formerly Known as ITM
Universe), Vadodara",Computer Science
2023-24,30455,5015,General,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad",Computer Engineering
2023-24,30460,5294,General,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad",Computer Science
2023-24,26663,7007,General,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,30171,8028,General,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,30323,5811,General,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad",Information Technology
2023-24,8761,1100,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad",Chemical Engineering
2023-24,26919,2264,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad",Civil Engineering
2023-24,3405,99,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad",Computer Science
2023-24,6781,646,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,5722,1788,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad","ELECTRONICS &
INSTRUMENTATION
ENGINEERING"
2023-24,10703,2221,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad",Electrical Engineering
2023-24,9680,1799,General,"Institute Of Technology, Nirma University Of Science &
Technology, Ahmedabad",Mechanical Engineering
2023-24,28821,5702,General,"Institute of Advanced Research, Gandhinagar",Computer Engineering
2023-24,28968,6770,General,"Institute of Advanced Research, Gandhinagar",Information Technology
2023-24,29391,9582,General,"Institute of Advanced Research, Gandhinagar",Information Technology
2023-24,29918,23533,General,"Institute of Infrastructure, Tech., Research & Management
(IITRAM), Maninagar, Ahmedabad",Civil Engineering
2023-24,2846,1113,General,"Institute of Infrastructure, Tech., Research & Management
(IITRAM), Maninagar, Ahmedabad",Computer Engineering
2023-24,30119,15373,General,"Institute of Infrastructure, Tech., Research & Management
(IITRAM), Maninagar, Ahmedabad",Electrical Engineering
2023-24,30400,13878,General,"Institute of Infrastructure, Tech., Research & Management
(IITRAM), Maninagar, Ahmedabad",Mechanical Engineering
2023-24,30499,10117,General,"Krishna School of Emerging Technology & Applied Research
(Formerly Known as Babaria Institute Of Technology) ,
Varnama, Vadodara",Computer Science
2023-24,29590,12090,General,"Krishna School of Technology, Varnama, Vadodara",Computer Engineering
2023-24,29390,12235,General,"Krishna School of Technology, Varnama, Vadodara",FOOD TECHNOLOGY
2023-24,921303,15314,General,"L.D.College Of Engineering, Ahmedabad",AUTOMOBILE ENGINEERING
2023-24,921142,16559,General,"L.D.College Of Engineering, Ahmedabad",BIOMEDICAL ENGINEERING
2023-24,9035,2666,General,"L.D.College Of Engineering, Ahmedabad",Chemical Engineering
2023-24,3175,902729,General,"L.D.College Of Engineering, Ahmedabad",Civil Engineering
2023-24,302,900292,General,"L.D.College Of Engineering, Ahmedabad",Computer Engineering
2023-24,8126,2433,General,"L.D.College Of Engineering, Ahmedabad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,905112,10401,General,"L.D.College Of Engineering, Ahmedabad","ENVIRONMENTAL
ENGINEERING"
2023-24,2897,901071,General,"L.D.College Of Engineering, Ahmedabad",Electrical Engineering
2023-24,29217,6598,General,"L.D.College Of Engineering, Ahmedabad","INSTRUMENTATION &
CONTROL ENGINEERING"
2023-24,5330,664,General,"L.D.College Of Engineering, Ahmedabad",Information Technology
2023-24,8865,825,General,"L.D.College Of Engineering, Ahmedabad",Information Technology
2023-24,24868,2057,General,"L.D.College Of Engineering, Ahmedabad",Mechanical Engineering
2023-24,4418,901868,General,"L.D.College Of Engineering, Ahmedabad",Mechanical Engineering
2023-24,21018,920869,General,"L.D.College Of Engineering, Ahmedabad",PLASTIC TECHNOLOGY
2023-24,28274,920410,General,"L.D.College Of Engineering, Ahmedabad",RUBBER TECHNOLOGY
2023-24,16836,920007,General,"L.D.College Of Engineering, Ahmedabad",TEXTILE TECHNOLOGY
2023-24,29254,4858,General,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar",Computer Engineering
2023-24,25545,4349,General,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar",Information Technology
2023-24,29758,920920,General,"L.E.College ,Morbi",Chemical Engineering
2023-24,25988,921517,General,"L.E.College ,Morbi",Civil Engineering
2023-24,21610,917452,General,"L.E.College ,Morbi",Electrical Engineering
2023-24,901828,7589,General,"L.E.College ,Morbi",Information Technology
2023-24,28980,919522,General,"L.E.College ,Morbi",Mechanical Engineering
2023-24,13743,3056,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Engineering
2023-24,10182,3350,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Science
2023-24,25399,3259,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Science
2023-24,22728,3910,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Science
2023-24,29880,23787,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Science
2023-24,27692,27713,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Computer Science
2023-24,28309,3437,General,"L.J. Institute Of Engg And Tech., Ahmedabad",Information Technology
2023-24,30186,13958,General,"Laxmi Institute Of Technology, Sarigam, Valsad",Computer Science
2023-24,28931,12345,General,"Laxmi Institute Of Technology, Sarigam, Valsad",Information Technology
2023-24,30359,6395,General,MECHANICAL ENGINEERING,Mechanical Engineering
2023-24,30237,25958,General,MECHANICAL ENGINEERING,Mechanical Engineering
2023-24,30427,6039,General,"Madhuben & Bhanubhai Patel Institute of Technology, New
V.V.Nagar",Computer Engineering
2023-24,30308,6700,General,"Madhuben & Bhanubhai Patel Institute of Technology, New
V.V.Nagar",Information Technology
2023-24,30497,14948,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Civil Engineering
2023-24,24864,4457,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Computer Engineering
2023-24,9552,902753,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Computer Engineering
2023-24,9221,901945,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Computer Engineering
2023-24,921339,8661,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,9767,901937,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Information Technology
2023-24,915164,17868,General,"Marwadi Education Foundation's Group of Institutions -
Faculty of Engineering & Technology, Rajkot",Mechanical Engineering
2023-24,17115,4356,General,New L.J. Institute of Engineering & Technology,Computer Science
2023-24,17516,5084,General,New L.J. Institute of Engineering & Technology,Computer Science
2023-24,22751,18616,General,"Noble Star Engineering College, Makhiyala, Junagadh",Computer Engineering
2023-24,29601,6802,General,"P.P. Savani School of Engineering, P.P. Savani University,
Kosamba",Computer Engineering
2023-24,30280,9284,General,"P.P. Savani School of Engineering, P.P. Savani University,
Kosamba",Computer Engineering
2023-24,20842,5346,General,"P.P. Savani School of Engineering, P.P. Savani University,
Kosamba",Computer Science
2023-24,28575,9358,General,"P.P. Savani School of Engineering, P.P. Savani University,
Kosamba",Computer Science
2023-24,29852,5693,General,"P.P. Savani School of Engineering, P.P. Savani University,
Kosamba",Information Technology
2023-24,20902,918823,General,PRODUCTION ENGINEERING,PRODUCTION ENGINEERING
2023-24,30133,10902,General,"Pacific School Of Engineering, Surat",Computer Engineering
2023-24,4088,902238,General,"Pandit Deendayal Energy University ,Gandhinagar",Chemical Engineering
2023-24,7107,903946,General,"Pandit Deendayal Energy University ,Gandhinagar",Civil Engineering
2023-24,308,900393,General,"Pandit Deendayal Energy University ,Gandhinagar",Computer Engineering
2023-24,2180,901070,General,"Pandit Deendayal Energy University ,Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,8711,902404,General,"Pandit Deendayal Energy University ,Gandhinagar",Electrical Engineering
2023-24,5104,902549,General,"Pandit Deendayal Energy University ,Gandhinagar",Electrical Engineering
2023-24,518,900784,General,"Pandit Deendayal Energy University ,Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,3408,912644,General,"Pandit Deendayal Energy University ,Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,6096,901696,General,"Pandit Deendayal Energy University ,Gandhinagar",Mechanical Engineering
2023-24,1451,22242,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,28076,16287,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,29379,16932,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,30180,18852,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,30391,22087,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,30434,12555,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Computer Science
2023-24,30326,8975,General,"Parul Institute of Engineering & Technology, Waghodia,
Vadodara",Information Technology
2023-24,25006,13815,General,"Parul Institute of Technology, Waghodia, Vadodara",Computer Science
2023-24,25280,28008,General,"Parul Institute of Technology, Waghodia, Vadodara",Computer Science
2023-24,27623,17937,General,"Parul Institute of Technology, Waghodia, Vadodara",Computer Science
2023-24,24509,10746,General,"Parul Institute of Technology, Waghodia, Vadodara",FOOD TECHNOLOGY
2023-24,28474,7522,General,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli",Computer Science
2023-24,30057,19729,General,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli",Electrical Engineering
2023-24,29753,7156,General,"R.N.G. Patel Institute of Technology-RNGPIT , Bardoli",Information Technology
2023-24,28141,9094,General,"S.S.AGRAWAL INSTITUTE OF ENGINEERING &
TECHNOLOGY NAVSARI",Computer Engineering
2023-24,28800,7003,General,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA,
AHMEDABAD",Computer Engineering
2023-24,30168,5909,General,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA,
AHMEDABAD",Computer Science
2023-24,29085,4900,General,"SAL ENGINEERING &TECHNICAL INSTITUTE, SOLA,
AHMEDABAD",Information Technology
2023-24,29856,7785,General,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL
ANAND",Computer Engineering
2023-24,30364,12186,General,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL
ANAND",Computer Science
2023-24,30221,13370,General,"SARDAR PATEL COLLEGE OF ENGINEERING, BAKROL
ANAND",Information Technology
2023-24,30284,12897,General,"SCHOOL OF TECHNOLOGY, GSFC UNIVERSITY,
VADODARA",Computer Science
2023-24,29670,5033,General,"SHREE SWAMINARAYAN INSTITUTE OF
TECHNOLOGY, BHAT, GANDHINAGAR",Computer Science
2023-24,29510,6117,General,"Sal College Of Engineering , Ahmedabad",Computer Engineering
2023-24,25886,7621,General,"Sal College Of Engineering , Ahmedabad",Computer Science
2023-24,29817,6884,General,"Sal College Of Engineering , Ahmedabad",Information Technology
2023-24,28497,7239,General,"Sal Institute Of Tech. & Engg. Research, Ahmedabad",Computer Engineering
2023-24,30078,5742,General,"Sal Institute Of Tech. & Engg. Research, Ahmedabad",Computer Science
2023-24,30084,5734,General,"Sal Institute Of Tech. & Engg. Research, Ahmedabad",Computer Science
2023-24,30322,3256,General,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad",AERONAUTICAL ENGINEERING
2023-24,14845,3679,General,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad",Computer Engineering
2023-24,13170,6926,General,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad",Computer Science
2023-24,18490,3516,General,"Sardar Vallabhbhai Patel Institute Of Tech.,Vasad",Information Technology
2023-24,23114,963,General,"Sarvajanik College Of Engg. & Tech. , Surat",Computer Engineering
2023-24,25839,5307,General,"Sarvajanik College Of Engg. & Tech. , Surat","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,30448,1667,General,"Sarvajanik College Of Engg. & Tech. , Surat",Information Technology
2023-24,8143,2650,General,"Sarvajanik College Of Engg. & Tech. , Surat",Information Technology
2023-24,30540,7503,General,"School of Engg. and Applied Science, Ahmedabad University,
Ahmedabad",Chemical Engineering
2023-24,12770,510,General,"School of Engg. and Applied Science, Ahmedabad University,
Ahmedabad",Computer Science
2023-24,17835,12151,General,"School of Engg. and Applied Science, Ahmedabad University,
Ahmedabad",Mechanical Engineering
2023-24,29486,6818,General,"School of Engineering and Technology, Navrachana University,
Vadodara",Computer Science
2023-24,28482,920964,General,"Shantilal Shah Engineering College ,Bhavnagar",Civil Engineering
2023-24,29889,919791,General,"Shantilal Shah Engineering College ,Bhavnagar",Electrical Engineering
2023-24,7706,902318,General,"Shantilal Shah Engineering College ,Bhavnagar",Information Technology
2023-24,30441,12360,General,"Shri Sitaram N Patel Inst. Of Tech. & Res. (Vidhyabharti
Trust), Umrakh",Computer Science
2023-24,11220,4050,General,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat",Computer Engineering
2023-24,12996,4941,General,"Shri Swami Atmanand Saraswati Institute Of Tech., Surat",Information Technology
2023-24,28750,12145,General,"Shroff S.R.Rotary Inst. Of Chemical Technology,
Vatatia,Bharuch","Shroff S.R.Rotary Inst. Of Chemical Technology,
Vatatia,Bharuch"
2023-24,26502,13280,General,"Sigma Institute Of Engg., Bakrol",Computer Engineering
2023-24,21487,17242,General,"Silver Oak College Of Engg., & Tech. (WITHIN
AMHEDABAD MUNICIPAL CORPORATION LIMIT),
Ahmedabad",Computer Engineering
2023-24,29052,9891,General,"Silver Oak College Of Engg., & Tech. (WITHIN
AMHEDABAD MUNICIPAL CORPORATION LIMIT),
Ahmedabad",Computer Science
2023-24,30462,6776,General,"Silver Oak College Of Engg., & Tech. (WITHIN
AMHEDABAD MUNICIPAL CORPORATION LIMIT),
Ahmedabad",Computer Science
2023-24,29122,10802,General,"Smt. S.R. Patel Engg. College, Dabhi, Unjha",Computer Engineering
2023-24,18141,4564,General,"Unitedworld School of Computational Intelligence, Uvarsad,
Gandhinagar",Computer Science
2023-24,23540,6085,General,"Unitedworld School of Computational Intelligence, Uvarsad,
Gandhinagar",Computer Science
2023-24,27273,3451,General,"V.V.P. Engineering College, Rajkot",Computer Engineering
2023-24,25272,9996,General,"V.V.P. Engineering College, Rajkot","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,26419,14149,General,"V.V.P. Engineering College, Rajkot","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,27454,5475,General,"V.V.P. Engineering College, Rajkot",Information Technology
2023-24,21618,19796,General,"Vidhyadeep Institute of Engineering & Technology,
Anita(Kim), Surat",Computer Engineering
2023-24,30088,16103,General,"Vidhyadeep Institute of Engineering & Technology,
Anita(Kim), Surat",Information Technology
2023-24,15623,6729,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Chemical Engineering
2023-24,904430,7962,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Civil Engineering
2023-24,5266,1098,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Computer Engineering
2023-24,1676,900838,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Computer Science
2023-24,4542,901033,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2023-24,21157,27946,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar","ELECTRONICS &
INSTRUMENTATION
ENGINEERING"
2023-24,11217,901454,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Electrical Engineering
2023-24,8686,2317,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2023-24,25505,904489,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar","INSTRUMENTATION &
CONTROL ENGINEERING"
2023-24,5839,1331,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Information Technology
2023-24,20961,10120,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",Mechanical Engineering
2023-24,30161,921368,General,"Vishwakarma Government Engineering College,
Chandkheda,Gandhinagar",POWER ELECTRONICS
2024-25,22975,5287,General,"A.D.Patel Institute Of Tech.,Karamsad",Computer Engineering
2024-25,25105,3381,General,"A.D.Patel Institute Of Tech.,Karamsad",Computer Engineering
2024-25,31356,8752,General,"A.D.Patel Institute Of Tech.,Karamsad",Computer Science
2024-25,50523,8529,General,"A.D.Patel Institute Of Tech.,Karamsad","FOOD PROCESSING
TECHNOLOGY"
2024-25,29671,7257,General,"A.D.Patel Institute Of Tech.,Karamsad",Information Technology
2024-25,27529,1856,General,"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES &
TECHNOLOGY (AU-FEST),",Computer Science
2024-25,9777,2650,General,"ADANI UNIVERSITY - FACULTY OF
ENGINEERING SCIENCES &
TECHNOLOGY (AU-FEST),","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,50518,18374,General,"ADITYA SILVER OAK INSTITUTE OF
TECHNOLOGY (WITHIN LIMITS OF
AHMEDABAD MUNICIPAL",Computer Science
2024-25,33719,12638,General,"Ahmedabad Institute Of Tech,
Ahmedabad",Computer Science
2024-25,36502,10226,General,"Ahmedabad Institute Of Tech,
Ahmedabad",Information Technology
2024-25,17482,22809,General,"Ahmedabad University, Ahmedabad","CHEMICAL &
ENVIRONMENTAL
ENGINEERING"
2024-25,20879,969,General,"Ahmedabad University, Ahmedabad",Computer Science
2024-25,28594,2979,General,"Ahmedabad University, Ahmedabad","ELECTRICAL AND ELECTRONICS
ENGINEERING"
2024-25,23276,7453,General,"Ahmedabad University, Ahmedabad",Mechanical Engineering
2024-25,50638,11062,General,"Asha M. Tarsadia Institute of
Computer Science & Tech. Bardoli",Computer Science
2024-25,50385,21181,General,"Asha M. Tarsadia Institute of
Computer Science & Tech. Bardoli",Computer Science
2024-25,50220,5679,General,"Asha M. Tarsadia Institute of
Computer Science & Tech. Bardoli",Computer Science
2024-25,38788,11605,General,"Asha M. Tarsadia Institute of
Computer Science & Tech. Bardoli",Computer Science
2024-25,50484,8045,General,"Atmiya University, Faculty of
Engineering and Technology, Rajkot",Computer Engineering
2024-25,50381,7915,General,"Atmiya University, Faculty of
Engineering and Technology, Rajkot",Computer Science
2024-25,34047,8724,General,"Atmiya University, Faculty of
Engineering and Technology, Rajkot",Information Technology
2024-25,39681,19818,General,"Bhagwan Mahavir College Of Engg.
And Tech., Surat",Computer Engineering
2024-25,39694,27671,General,"Bhagwan Mahavir College Of Engg.
And Tech., Surat",Computer Engineering
2024-25,34045,28693,General,"Bhagwan Mahavir College Of Engg.
And Tech., Surat",Computer Engineering
2024-25,25570,8438,General,"C. K. Pithawala College Of Engg. &
Tech., Surat",Computer Engineering
2024-25,50585,27474,General,"C. K. Pithawala College Of Engg. &
Tech., Surat",Electrical Engineering
2024-25,27218,7905,General,"C. K. Pithawala College Of Engg. &
Tech., Surat",Information Technology
2024-25,903548,102423,General,CIVIL ENGINEERING,Civil Engineering
2024-25,901112,31746,General,COMPUTER ENGINEERING,Computer Engineering
2024-25,17771,1414,General,COMPUTER ENGINEERING,Computer Engineering
2024-25,11721,1405,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Computer Engineering
2024-25,12079,1076,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Computer Science
2024-25,21235,5963,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,30506,28335,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Electrical Engineering
2024-25,16613,1505,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Information Technology
2024-25,8203,1445,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Mechanical Engineering
2024-25,39259,30907,General,"Charotar University of Science &
Technology (CHARUSAT) -
Chandubhai S Patel Institute Of",Mechanical Engineering
2024-25,6674,1831,General,"Charotar University of Science &
Technology (CHARUSAT) - Devang
Patel Institute of Advance Technology",Computer Engineering
2024-25,5845,1827,General,"Charotar University of Science &
Technology (CHARUSAT) - Devang
Patel Institute of Advance Technology",Computer Science
2024-25,24079,2235,General,"Charotar University of Science &
Technology (CHARUSAT) - Devang
Patel Institute of Advance Technology",Information Technology
2024-25,50445,12970,General,"Chhotubhai Gopalbhai Patel Institute
Of Tech., Tarsadi, Bardoli",Computer Engineering
2024-25,9654,19967,General,"Chhotubhai Gopalbhai Patel Institute
Of Tech., Tarsadi, Bardoli",Information Technology
2024-25,50409,15700,General,"Chhotubhai Gopalbhai Patel Institute
Of Tech., Tarsadi, Bardoli",Information Technology
2024-25,904644,133801,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat",Civil Engineering
2024-25,901709,47956,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat",Computer Engineering
2024-25,901850,52477,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,50606,931210,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat","ENVIRONMENTAL
ENGINEERING"
2024-25,904759,136997,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat",Electrical Engineering
2024-25,904544,131139,General,"DR. S & S.S.Ghandhi Government
Engineering College Surat",Mechanical Engineering
2024-25,36200,10863,General,"Darshan Institute Of Engg. & Tech.,
Rajkot-Morbi Highway, Hadala",Civil Engineering
2024-25,10522,2831,General,"Darshan Institute Of Engg. & Tech.,
Rajkot-Morbi Highway, Hadala",Computer Science
2024-25,347,96,General,"Dhirubhai Ambani Institute of Info. &
Comm. Tech., Gandhinagar","ELECTRONICS ENGINEERING
(VLSI DESIGN AND
TECHNOLOGY)"
2024-25,120,13,General,"Dhirubhai Ambani Institute of Info. &
Comm. Tech., Gandhinagar","ELECTRONICS ENGINEERING
(VLSI DESIGN AND
TECHNOLOGY)"
2024-25,2643,35,General,"Dhirubhai Ambani Institute of Info. &
Comm. Tech., Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,113,33,General,"Dhirubhai Ambani Institute of Info. &
Comm. Tech., Gandhinagar","INFORMATION &
COMMUNICATION
TECHNOLOGY"
2024-25,901744,48827,General,ELECTRICAL ENGINEERING,Electrical Engineering
2024-25,12039,3014,General,"ELECTRONICS &
COMMUNICATION
ENGINEERING","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,901095,31237,General,ELECTRONICS ENGINEERING,ELECTRONICS ENGINEERING
2024-25,8183,1147,General,"Faculty Of Technology &
Engineering(MSU)(SFI), Vadodara",Computer Science
2024-25,50620,932501,General,"Faculty Of Technology &
Engineering(MSU), Vadodara","CIVIL IRRIGATION WATER
MANAGEMENT"
2024-25,900200,6581,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Chemical Engineering
2024-25,904350,125742,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Civil Engineering
2024-25,900182,6110,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Computer Science
2024-25,900206,6823,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",ELECTRONICS ENGINEERING
2024-25,901062,30492,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Electrical Engineering
2024-25,900785,23033,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Mechanical Engineering
2024-25,905205,148386,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",Mechanical Engineering
2024-25,39805,990398,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",TEXTILE ENGINEERING
2024-25,925592,825356,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",TEXTILE PROCESSING
2024-25,39082,932137,General,"Faculty Of Technology &
Engineering(MSU), Vadodara",TEXTILE TECHNOLOGY
2024-25,901468,41396,General,"Faculty Of Technology And
Engineering(GIA), Dharmsinh Desai
University, (DDU), Nadiad",Chemical Engineering
2024-25,902695,77237,General,"Faculty Of Technology And
Engineering(GIA), Dharmsinh Desai
University, (DDU), Nadiad",Civil Engineering
2024-25,900138,4836,General,"Faculty Of Technology And
Engineering(GIA), Dharmsinh Desai
University, (DDU), Nadiad",Computer Engineering
2024-25,900811,23777,General,"Faculty Of Technology And
Engineering(GIA), Dharmsinh Desai
University, (DDU), Nadiad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
2024-25,902238,63232,General,"Faculty Of Technology And
Engineering(GIA), Dharmsinh Desai
University, (DDU), Nadiad","INSTRUMENTATION &
CONTROL ENGINEERING"
2024-25,14245,4931,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad",Chemical Engineering
2024-25,3793,195,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad",Computer Engineering
2024-25,5151,1643,General,"Faculty Of Technology(Sfi),
Dharmsinh Desai University, Nadiad","ELECTRONICS &
COMMUNICATION
ENGINEERING"
